petAge,petGender,petBreed,PetCancerSuspect,Note,PetRiskValue
26/12/2019,MN,Shiba,No,NA,0.05
26/12/2010,MN,Golden Retriever,No,NA,0.05
15/03/2015,FS,Labrador mix,Yes,Maggie has unidentified mass in splenic and portal veins plus confirmed liposarcoma surgically removed 2 months ago for which she is on low dose chemo.,0.051
7/1/17,MN,Labrador Retriever,No,prior surgery to remove renal sarcoma,0.051
1/1/50,MN,American Staffordshire Terrier,No,Has become lethargic and eating less,0.051
14/09/2014,M,Australian Shepherd,Yes,NA,0.051
8/7/14,MN,Labrador Retriever,Yes,Nodules on spleen,0.051
31/12/2015,FS,Border Collie,Yes,New lumps,0.051
11/5/14,FS,Rottweiler,Yes,Slight cough and mass noted in chest,0.051
15/09/2021,M,Golden Retriever,No,None,0.051
31/12/1122,MN,Jack Russell Terrier,No,Older dog,0.051
1/1/82,MN,MIX,Yes,BLOOD TEST X-RAY AND ULTRASOUND RESULTS SHOWED POSSIBILITY OF CANCER,0.051
20/10/2013,MN,Boxer,No,none,0.051
13/04/2001,FS,Retriver mix,Yes,"Tessa is  not symptomatic however she has a lot of lumps and bumps.  I just lost a dog to cancer a few months ago to cancer and my vet never detected it.  The vet runs ""Senior panels"" on them but she tells me they do not detect cancer.  I would like to know as soon as possible in order to make Tessa's quality life the best we can.",0.051
3/6/00,FS,NA,Yes,Mia has had mast cell tumors in the past.,0.052
4/7/21,M,Golden Retriever,No,NA,0.052
23/12/2016,MN,American Staffordshire Terrier,No,Allergies and masses appearing on body,0.052
26/04/2017,M,Golden Retriever,No,Nothing that Caleb has shown: just received word that Caleb’s brother passed away from cancer. ,0.052
NA,MN,Pit bull,No,osteoarthritis,0.052
28/01/2019,NA,Bernese Mountain Dog,Yes,2 Growths on leg that may be mast cell tumors or histiosytic sarcomas,0.052
1/1/20,MN,German Shepherd Dog,No,NA,0.052
1/4/20,FS,Pyrenees mix,Yes,Chronic kidney diseaae,0.052
24/06/2018,F,Golden Retriever,No,N/A—Wellness Screen,0.052
1/11/16,FS,German Shepherd Dog,Yes,Itching and whining,0.052
14/07/2010,FS,American Foxhound,Yes,Recently had a seizure for the first time,0.052
15/10/2017,M,German Shepherd Dog,No,He gets bumps (cysts) on his skin fairly often,0.052
14/04/2017,MN,German Shepherd Dog,No,hypothyroid atopic dermatitis history of elevated liver enzyme,0.052
1/5/17,MN,NA,Yes,Growth on tongue. ,0.052
10/1/14,FS,Golden Retriever,Yes,Several lipomas that are growing.  Chronic ear infections.  Yeasty paws. Chronic chewing of paws.,0.052
7/2/18,FS,Kerry Blue Terrier,Yes,NA,0.052
15/10/2015,F,American Staffordshire Terrier,Yes,Having trouble walking ,0.053
2/5/17,FS,mixed breed,No,azotemia resource guarding,0.053
19/08/2018,NA,Golden Retriever,Yes,None,0.053
5/10/19,M,Weimaraner,No,A few small subcutaneous bumps,0.053
12/1/18,M,Border Collie,No,His mother had cancer at an early age.,0.053
7/11/12,FS,Pug,Yes,History of mast cell cancer grade 1 high liver values gallbladder slude lipomas mild trachea collapse back and hip pain ,0.053
14/11/2014,F,NA,Yes,Remove a tumor from the vet just wanted to see if it’s cancer ,0.053
19/02/2014,MN,Labrador Retriever,No,Many allergies. Recent food change after 10yrs b/c product changed. Has a random cough and occasionally trips. Sleeps a bit more ,0.053
1/1/92,FS,Dachshund,Yes,Hard grape sized lump on her right front leg. Difficult to see because of hair. Appears to be white. Appeared within 4 weeks. Have vet appointment on 12/10,0.053
20/10/2016,FS,English Bulldog,No,Allergies ear infections and lumps & bumps,0.053
18/11/2012,NA,Golden Retriever,Yes,Fatigue poor appetite elevated liver tests ,0.053
27/10/2008,F,Puggle,Yes,Increase thirst and urination,0.053
14/02/2016,FS,Maltese,No,None,0.053
12/9/13,MN,Goldendoodle,Yes,None,0.053
28/01/2014,FS,German Shepherd Dog,No,NA,0.053
22/07/2014,MN,Greyhound,No,NA,0.054
13/06/2015,FS,Siberian Husky,No,Her blood test in Feb 2025 showed raised Alk Phosphatase BunBun/Create Ratio and also Cholesterol so I am concerned about her liver and kidney health overall.,0.054
30/07/2011,MN,Chihuahua,Yes,Damage to kidneys from high blood pressure which is now controlled with medication.  ,0.054
9/3/11,FS,American Staffordshire Terrier,Yes,Angel has a couple of lumps on her body,0.054
12/11/15,FS,German Short- Haired Pointing Dog,No,None ,0.054
1/1/15,F,Golden Retriever,No,None,0.054
18/02/2017,MN,Bernese Mountain Dog,Yes,NA,0.054
14/02/2020,M,mix,Yes,He has no concerns ,0.054
5/5/15,MN,Beagle Walker Hound,No,Swollen right leg above knee,0.054
1/6/12,NA,Golden Retriever,No,Starting about 3 weeks ago Nama began to tire more easily - and breathe much more heavily (she has had moderate laryngeal paralysis for the last 2 years) - during our daily walks. We say her regular veterinarian at Maple Leaf Veterinary in Seattle yesterday and I'm waiting for x-ray results in case there is fluid in her chest. The veterinarian there does not think Nama needs new bloodwork (she had some @2 months ago) but is very interested in anything you discover.,0.054
13/03/2016,MN,Goldendoodle,Yes,Patient had mini seizure six months ago and had a major seizure last night,0.054
19/04/2015,NA,German Shepherd Dog,Yes,leukemia came up on a dna hair screening,0.054
1/1/17,MN,Golden Retriever,No,NA,0.054
4/5/12,FS,Welsh Corgi (Pembroke),No,Arthritis  IBD,0.055
19/10/2019,M,Dogue De Bordeaux,Yes,growth seen on gums,0.055
1/1/08,F,American Staffordshire Terrier,Yes,Tumor,0.055
15/11/2014,MN,Mastiff,Yes,Age10.6,0.055
18/02/2015,MN,Golden Retriever,Yes,Weight loss pu pd polyphagia,0.055
15/10/2010,MN,Golden Retriever,No,None,0.055
1/1/16,M,sheppard/akita,Yes,has lumps and bumps - also got him from the same shelter recently,0.055
1/11/10,FS,Australian Shepherd,Yes,Kidney issues and on going cough,0.055
15/04/2017,NA,Staffordshire Bull Terrier,Yes,Has had positive biopsies in past for mast cell tumors. Also has neoplasia tumors. Has allergies ,0.055
12/1/19,FS,Mixed Breed,No,None,0.055
13/05/2014,M,English Setter,No,His sister died unexpectedly 8 months ago from cancerous tumors that had been undetected. Tumor on spleen ruptured.,0.055
25/04/2019,MN,Labrador Retriever,Yes,A solid non cavernous nodule was found on his spleen. ,0.055
29/04/2018,MN,French Bulldog,Yes,None,0.055
20/01/2013,MN,mixed,No,Dropped 11lbs in one month.,0.055
26/03/2016,FS,pit mix,Yes,History of Mast Cell Tumors Heartworm positive periodontal disease,0.055
4/5/17,MN,German Shepherd Dog,Yes,NA,0.055
24/10/2014,FS,American Bully ,Yes,Previous mast cell cancer. Liver value elevations. Allergies. Breathing issues. ,0.056
26/09/2011,NA,Golden Retriever,No,Old age ,0.056
14/06/2013,M,Golden Retriever,Yes,Lumpy Arthritis trouble getting up and down incontinence,0.056
2/9/19,FS,Labrador Retriever,No,NA,0.056
5/8/18,MN,NA,No,NA,0.056
24/01/2014,MN,West Highland White Terrier,No,NA,0.056
9/12/18,NA,Boxer,No,NA,0.056
16/08/2012,MN,Labrador Retriever,Yes,kidney mass,0.056
23/09/2022,M,Bernese Mountain Dog,No,NA,0.056
6/3/13,MN,Labrador Retriever,No,NA,0.056
14/09/2019,M,German Shepherd Dog,Yes,he had a prostate ultra sound and vet noticed a suspicious dark spot that MIGHT be realted to cancer + he's getting older so just wanted to check his health,0.057
6/12/18,NA,Golden Retriever,No,No major concerns. He does limp from time to time but think it may be from overexertion and/or sleeping on it weird.,0.057
21/05/2020,F,NA,No,Gerd,0.057
5/10/16,MN,English Springer Spaniel,No,He is getting older and early detection is crucial.,0.057
7/8/11,MN,Weimaraner,No,Elevated liver enzymes anxiety,0.057
13/12/2014,M,Golden Retriever,Yes,Multiple lesions come and go possible MCT,0.057
8/7/21,FS,Golden Retriever,Yes,Swollen lymph nodes loss of appetite ,0.057
10/5/21,MN,Labrador Retriever,No,Lethargic ,0.057
10/11/11,MN,Poodle,Yes,Recent weight loss but not extreme. He is 12,0.057
14/02/2018,MN,Golden Retriever,Yes,Tucker presented with some hemorrhages on 7/26 on his lower abdomen gums and inside of ears. He had previously had a low platelet count of 37 K/uL L back in 12/23. We put him on a course of prednisone 20mg for 2 weeks and then we slowly tapered over the course of 2 months. We then rechecked his labs after he finished his course or Prednisone 20mg and his platelets had returned to normal at 147 K/uL L. When Tucker presented with petechiae back in July we checked his platelets again with a CBC and they were unable to get a count due to the low amount. We immediately placed him on Doxycycline 250mg BID for 2 weeks and Prednisone 30mg BID for 3 weeks. We have been rechecking his CBC weekly to monitor his platelets but they remained decreased. The petechiae had completely resolved about 3-7 days after starting on medications. Tucker is acting normally otherwise. He is eating and drinking well. No vomiting or diarrhea. His energy levels have remained normal. Losing weight.,0.057
9/10/14,M,American Staffordshire Terrier,Yes,Disoriented at times cries more than normal ,0.057
4/3/15,M,great dane boxer pitbull patterdale mix,No,Eats grass sometimes occasionally urinates for long periods of time occasional diahrea ,0.057
13/03/2019,M,American Bully,Yes,Thor is a rescue who came to us with many issues! He had mange ear mites ear infections and two bumps. They haven’t grown nor are they painful and when tested the vet said they were just cysts. ,0.057
1/9/10,MN,Norwich Terrier,No,Rudy is almost 15 and might have some dementia.  He is also deaf.,0.058
1/4/14,FS,Norfolk Terrier,Yes,She bloats after meals and has gained weight,0.058
21/01/1015,M,Golden Retriever,Yes,Fishy odour and swollen anal glands,0.058
16/06/2014,FS,Weimaraner,Yes,Mast cell tumor on skin ,0.058
10/8/10,MN,Tibetan Terrier,Yes,Losing weight even though eating,0.058
1/11/11,NA,Labrador Retriever,Yes,Weight loss abnormal mandibular lymph node ,0.058
24/02/2012,MN,Labrador Retriever,Yes,Pain in joints and hind end. ,0.058
21/01/2014,FS,Labrador Retriever,Yes,Sudden loss of mobility excessive shedding unable to maintain weight,0.058
8/4/14,MN,Golden Retriever,No,None,0.058
11/7/16,MN,Australian Shepherd,No,NA,0.058
19/05/2013,F,NA,Yes,She has been lethargic so I want to rule out cancer. ,0.058
1/1/10,M,Unknow,Yes,Healthy dog,0.058
23/11/2019,MN,Golden Retriever,No,None,0.059
24/04/2015,MN,Golden Retriever,No,NA,0.059
23/05/2013,M,Goldendoodle,No,Just getting older.,0.059
6/6/15,MN,Labrador Retriever,No,NA,0.059
11/1/18,F,Dobermann,Yes,None,0.059
3/6/14,MN,Siberian Husky,Yes,Jiro has many lumps throughout his body. While most of the lumps have been determined by his vet as lipoma (fat cells) there is one under his left armpit that the biopsy results showed inconclusive.,0.059
1/9/11,F,Border Terrier,Yes,Slowing down losing weight fast severe allergies all her life losing balance now deaf no energy during day pacing all night long,0.059
24/08/2011,FS,Labrador Retriever,No,NA,0.059
23/11/2013,FS,Mixed Breed,No,diagnosed degenerative discs,0.059
6/12/15,FS,australian Labradoodle,Yes,Grits  loves to play ball. The lump has been same size/similar in size for over a yr. We recently moved and she has had a few accidents which is not normal for her. She cut her paw pad and needed stitches so maybe pain from that idk. She has a lump in her chest area. The vet’s blood work came back normal and they decided no need for further tests.,0.059
15/01/2014,MN,mix,Yes,Older age ,0.059
NA,NA,Cavalier King Charles Spaniel,No,NA,0.059
18/03/2012,F,Beagle,Yes,weight loss,0.059
1/3/16,MN,Labrador Retriever,Yes,rising liver values over past year.,0.059
6/2/15,FS,Labrador Retriever,No,NA,0.059
9/6/16,MN,Poodle,No,He is a golden doodle. Wellness and general lumps and bump concerns. Being seen by vet. ,0.06
1/4/22,MN,Goldendoodle,Yes,Large heterogenous mass taking up most of the abdomen,0.06
11/11/16,FS,Bull Terrier,Yes,SIBO 1 yr post antibiotics for fractured tooth that abscessed. Seemed to respond to herbal treatment yet still gut inflammation with low Sec IgA levels. Chronic diarrhea for 2 months with blood at times that will slightly respond to herbals and bacteriophages then relapse with flares. Recently began limping with some swelling on R shoulder and had x-rays today. Waiting on results. 2 weeks ago I realized she was having histamine reactions to foods high in histamine and put her on low histamine diet. Concerned possible mast cell tumor at shoulder.,0.06
14/01/2015,MN,NA,No,Cooper is a Goldendoodle (poodle/golden retriever mix) he is starting to get skin tags,0.06
17/11/2017,FS,NA,Yes,none,0.06
6/6/19,M,American Staffordshire Terrier,Yes,Collapsing trachea behavioral ,0.06
22/07/2021,MN,Golden Retriever,No,Allergies ,0.06
30/01/2022,FS,American Staffordshire Terrier,Yes,MCT previously,0.06
7/7/10,F,Basset Hound,Yes,Addison’s Disease Mitral Valve Disease Recurrent Urinary Tract Splenic Tumor,0.06
6/9/15,FS,Staffordshire Bull Terrier,Yes,Possibility of lymphoma or carcinoma,0.06
24/05/2017,M,Great Dane,No,None,0.06
21/10/2012,F,Labrador Retriever,Yes,Limping in one leg numerous lumps her twin passed away in February from Lymphoma,0.06
12/1/12,MN,German Shepherd Dog,Yes,suspect liver disease or mass,0.06
14/03/2019,F,Golden Retriever,Yes,Back leg mass ,0.06
10/9/12,MN,Golden Retriever,Yes,HSA,0.06
21/12/2017,FS,German Shepherd Dog,No,Wellness Screen,0.06
3/1/17,NA,Mix,No,NA,0.06
NA,NA,NA,No,NA,0.06
18/09/2023,MN,Afghan Hound,No,NA,0.06
8/5/18,FS,Golden Retriever,Yes,Lately Aspen has been breathing heavy and slowing down on our walks. Because we adopted her only two months ago I am concerned that she is at risk for cancer. Her previous owner did not take good care of her.  We switched Aspen's diet recently when we noticed she was scratching/sneezing a lot.  We hope the new diet will work for her but so far she appears to be having problems pooping. We will be taking her to the vet but we would like to rule out cancer ASAP. ,0.061
1/4/25,FS,English Setter,No,She has lipomas discovered two of them in 2024 (on separate months) were cancer (low risk/grow) and both had to be removed with surgery,0.061
12/2/19,M,Golden Retriever,No,NA,0.061
3/1/17,MN,Golden Retriever,Yes,High ProBNP and lethargy,0.061
1/8/10,F,miniature poodle,Yes,Started losing weight about 6 months ago,0.061
23/01/2017,F,NA,No,none,0.061
1/5/19,FS,Cairn Terrier,Yes,Throws up often occasional bloody poop,0.061
5/8/16,MN,Golden Retriever,Yes,heart based tumor resolved on last echo - possible Hemangiosarcoma ,0.061
21/04/2020,M,Golden Retriever,Yes,had issues with lameness and had a tic bite that was positive and triggered an immune response.,0.061
27/03/2015,FS,NA,Yes,Prior cancer lumps itching,0.061
15/07/2013,NA,Rottweiler,Yes,hair loss weight loss chronic diarrhea decreased appetite,0.061
25/01/2015,FS,Greyhound,No,Wellness/cancer as aging,0.061
1/6/16,M,Italian Cane Corso,Yes,Hank has a history of Discoed lupus,0.061
18/04/2016,M,cockapoo,Yes,Copper is aging and we want to stay on top of his health. ,0.061
15/05/2010,M,Poodle,No,Heart Murmur Bilateral Gingivitus,0.061
8/1/15,F,German Shepherd Dog,Yes,none,0.061
24/10/2016,FS,Miniature Schnauzer,No,Splenic HSA surgery 2/26/2025 doing well post-surgery,0.062
12/1/14,FS,Boxer,Yes,Seizures hearing loss,0.062
15/07/2012,MN,Chihuahua,No,Joint pain luxating patellas anal glands ruptured many times,0.062
1/5/12,MN,Chow Chow,No,Recurring UTI and Arthritis,0.062
21/02/2014,M,Alaskan Malamute,No,N/A,0.062
23/06/2011,MN,Bull Terrier,No,NA,0.062
14/04/2017,MN,Rottweiler,No,Hypothyroidism ,0.062
26/03/2019,M,Picardy Sheepdog,Yes,lack of weight gain,0.062
1/5/15,MN,Siberian Husky,No,frequent urination,0.063
28/03/2016,F,Dobermann,Yes,R/T Front upper leg near elbow.  Soft Tissue Spindle cell sarcoma Grade 1 removed on 01/09/2024.  Also has some Fatty Lipomas.,0.063
31/12/1122,F,Labrador Retriever,No,None,0.063
27/02/2016,FS,Australian Cattle Dog,No,Facial Atrophy Elevated Pancreatic enzymes Hx Lyme and Anaplasma Positive Hx bladder mass ,0.063
17/07/2010,MN,Lhasa Apso,No,Had a sonogram/x-rays for liver issue (cured). Saw small nodule in stomach. Could be age related. Want to verify. ,0.063
23/11/2013,MN, Bluetick Coonhound,No,NA,0.063
13/10/2015,FS,Australian Shepherd,No,NA,0.063
1/10/15,MN,American Staffordshire Terrier,Yes,Lesions on liver and prostate,0.063
3/1/19,MN,Golden Retriever,No,NA,0.063
1/5/09,F,Maltese,Yes,Intact female she has trouble elevating her body temperature at times and easily overheats.,0.063
1/6/12,FS,Heeler,Yes,GI Issues,0.063
4/12/14,MN,standard schnauzer,No,NA,0.063
1/2/10,MN,Welsh Corgi (Pembroke),Yes,Toby is a corgi mix,0.063
18/11/2016,MN,Golden Retriever,No,NA,0.063
1/5/15,FS,Golden Retriever,No,NA,0.063
2/5/14,M,Labrador Retriever,No,Lumps skin allergies ,0.064
7/9/14,MN,Poodle,Yes,NA,0.064
7/3/11,MN,Pitbull ,Yes,he's been through a lot but recently has been occasionally urinating blood. our vet has ruled out a lot and we're just looking for what we can do. ,0.064
30/08/2016,MN,Boxer,Yes,NA,0.064
29/11/2016,M,Chow Chow,Yes,mast cell surgery July 2021,0.064
12/11/12,FS,Australian Shepherd,Yes,She has several lumps that have come up. Several in her abdominal region,0.064
1/2/16,F,Golden Retriever,No,over weight and brother had cancer,0.064
15/04/2015,F,Australian Cattle Dog,No,Aging/elevated liver values on and off (but mostly on),0.064
1/1/12,FS,German Short- Haired Pointing Dog,Yes,She's had repeated digestive issues and given her age we thought testing her for cancer might be a good idea.,0.064
25/07/2024,MN,Golden Retriever,No,seborrheic dermatitis ,0.064
16/07/2018,FS,Australian Shepherd,Yes,No immediate concerns would just like a cancer check to be safe ,0.064
31/03/2014,MN,Golden Retriever,No,Spleen lung cancers,0.064
23/01/2014,MN,American Staffordshire Terrier,Yes,Weight loss anemia,0.064
17/03/2020,FS,German Shepherd Dog,Yes,Limping back leg weakness,0.064
31/12/1022,M,Labrador Retriever,No,NA,0.064
1/3/14,MN,Mixed,No,There is concern about cancer risk as the patient's littermate died from hemangiosarcoma.,0.065
12/12/14,MN,Rottweiler,Yes,Radiograph and ultrasound showed a mass effect in the abdomen with possible liver/spleen abnormalities,0.065
19/03/2015,F,Poodle,Yes,NA,0.065
24/11/2015,MN,Labrador Retriever,Yes,NA,0.065
19/08/2019,F,Golden Retriever,Yes,NA,0.065
24/06/2018,FS,Boxer,No,She is a 1/3 Boxer and a mix ,0.065
15/05/2021,MN,Golden Retriever,No,No concerns - would just like to see about potential cancer risk and an overall health screening,0.065
6/9/14,FS,American Staffordshire Terrier,Yes,She has lumps and bumps ,0.065
1/2/17,M,Golden Retriever,No,goldens are common to having cancer so i want to check,0.065
27/01/2019,F,pitbull,Yes,Abdomen- mass effect  US- large splenic mass  rec: Oncotect screen to see if risk is high for HSA or low.  ,0.065
1/1/10,M,Unknown,No,Healthy dog,0.065
30/11/2014,MN,shepard mix,No,NA,0.065
11/5/15,MN,Golden Retriever,No,Just getting older,0.066
22/08/2015,M,Pug,Yes,Seizures heart murmur gut issues,0.066
1/3/15,MN,Siberian Husky,No,NA,0.066
15/09/2020,M,Golden Retriever,Yes,New Skin Lump/ Potential for Mast Cell Tumor,0.066
24/08/2014,MN,English Springer Spaniel,Yes,Numerous lipomas developed over last 12 months,0.066
19/08/2017,FS,Golden Retriever,Yes,NA,0.066
11/9/11,FS,French Bulldog,Yes,NA,0.066
30/10/2013,FS,Maremma And The Abruzzes Sheepdog,Yes,This the doctors dog. P had two litter mates that passed on 10/02. Both were due to splenic masses. Dr is concerned about potential Hemangiosarcoma.,0.066
29/03/2016,MN,Golden Retriever,No,Nothing specific he's just a senior high-risk breed ,0.066
16/06/2009,F,Norwich Terrier,Yes,Growth near mouth - possible skin cancer.,0.067
28/06/2020,MN,Golden Retriever,No,NA,0.067
6/10/15,MN,Anatolian Shepard,No,None,0.067
19/03/2016,MN,mix,No,N/A,0.067
27/10/2010,MN,Cocker Spaniel,No,NA,0.067
31/12/2012,MN,NA,Yes,NA,0.067
15/01/2016,M,Golden Retriever,No,overweight,0.067
4/10/12,M,American Staffordshire Terrier,Yes,He has a sensitive stomach and about once a month will have blood in his poop.  He has a skin tag on his back.,0.067
1/1/10,MN,Labrador Retriever,Yes,None ,0.067
12/6/12,MN,Pitbull mix,Yes,Large mass on L hind limb Chronic dermatitis spleen removed a few months ago benign ,0.067
9/2/15,M,Labrador Retriever,Yes,Reflux chronic noisey breathing ,0.068
2/7/11,FS,Schipperke,Yes,Senior Dog wellness,0.068
12/5/18,NA,German Shepherd Dog,Yes,Allergies,0.068
1/4/16,NA,American Staffordshire Terrier,Yes,Diet change ,0.068
9/6/14,M,English Cocker Spaniel,No,urate bladder stones,0.068
18/10/2010,M,Australian Shepherd,Yes,Lumps and bumps,0.068
1/10/13,FS,American Staffordshire Terrier,No,Had mast cell in the past,0.068
10/7/17,MN,American Staffordshire Terrier,No,occasional cyst/keratin masses,0.068
21/01/2014,M,Golden Retriever,Yes,Aging,0.068
31/12/1105,FS,Golden Retriever,No,No health concners screening due to age and other pet has lymphoma,0.068
29/03/2014,MN,German Shepherd Dog,No,Senior dog slowing down,0.068
1/7/23,MN,Golden Retriever,No,Curious if Scout has any cancer markers. I had a friend lose her 3 year old golden to aggressive cancer and it scares me to death.,0.068
3/1/19,F,Golden Retriever,No,NA,0.068
22/02/2016,M,Welsh Corgi (Pembroke),No,NA,0.068
31/05/2015,F,Labrador Retriever,Yes,NA,0.068
19/06/2018,FS,NA,Yes,Suspicious Left lung mass seen on X-ray ,0.068
25/06/2018,FS,Bernese Mountain Dog,Yes,IMPA,0.069
12/4/08,FS,Siberian Husky,Yes,Kidney issues,0.069
20/07/2013,MN,Shetland Sheepdog,Yes,arthritis in hind legs; loose bowels -not formed,0.069
27/02/2020,M,Old English Sheepdog,No,None currently  in remission for Thrombocytopenia ,0.069
21/03/2018,MN,Weimaraner,Yes,My dog has been sick for a month and has been on steroids and antibiotics for a month. His lymph nodes are a little swollen and he has a fluid sac under jaw and neck. They think it’s. Anger but I can’t afford a CT scan,0.069
1/8/13,F,Australian Shepherd,Yes,Sudden onset of symptoms in chest. Lung infiltrates effusion enlarged heart pain moving front end die to pain in chest. X-rays unremarkable for musculoskeletal . And. Ultrasound normal. ,0.069
5/9/11,MN,Border Collie,Yes,Border Collie Lab mix. He is generally healthy but his littermate was diagnosed with cancer in her spleen and liver. The vet treating her told her owner it was hereditary.  ,0.069
18/12/2017,MN,Mixed,No,None as of now but lost my last dog to hemangiosarcoma,0.069
16/03/2016,MN,French Bulldog,Yes,Drastic weight loss,0.069
1/6/16,FS,Neapolitan Mastiff,Yes,Small mass on right hip,0.069
20/05/2014,FS,Golden Retriever,No,NA,0.069
10/2/13,MN,NA,Yes,I was told he has bladder cancer. Just trying out to see what else might be lurking,0.07
21/01/2020,MN,Husky Cattle Dog Mix,Yes,Weight / inability to lose weight despite diet and activity; sporadic gi upset with no trigger or explanation,0.07
18/02/2020,MN,blue tick hound ,Yes,lethargy just not acting like himself treating for poss uti currently ,0.07
21/09/2016,F,Border Terrier,Yes,Bloody stool weight loss poor weight gain throw up,0.07
5/9/10,FS,Welsh Corgi (Cardigan),No,pancreatitis 04/01/2024. ,0.07
31/12/1811,M,French Bulldog,Yes,Anemia lethargy ,0.07
1/10/17,FS,Golden Retriever,No,NA,0.07
24/09/2011,FS,Mixed Breed,Yes,Urinary incontinence,0.07
24/03/2015,FS,Siberian Husky,Yes,Bleeding mass on spleen discovered this past Sunday. Want to confirm dx by ultrasound of hermangiosarcoma,0.07
5/6/21,M,Akita,Yes,NA,0.07
14/02/2020,F,mix,Yes,Nine,0.07
28/12/2015,M,German Shepherd Dog,No,Lump on underside,0.07
10/8/20,M,Labrador Retriever,No,13mm pedunculated skin mass at right elbow - skin tag appearance; no other health concerns,0.071
6/1/13,FS,Beagle,No,lumps recent splenectomy due to hematoma some lethargy,0.071
15/08/2014,FS,Mixed,No,V+,0.071
21/08/2009,FS,pomeranian,No,Miki was hospitalized for a week because of a severe liver infection where her enzymes reached 9k+. She fully recovered. She has ITP that has relapsed a few times. Slowly became blind due to autoimmune ,0.071
14/07/2014,FS,Beagle,Yes,suspect MCT,0.071
23/02/2023,NA,Golden Retriever,Yes,Henry has a bump on his right shoulder in the skin not anchored. ,0.071
15/09/2016,M,Welsh Corgi (Pembroke),No,Coughing and vomiting after certain bones,0.071
12/3/11,F,German Shepherd Dog,Yes,Lesion on from right leg near dew claw,0.071
14/12/2011,FS,Staffordshire Bull Terrier,Yes,Suspected Mast Cell Tumor right lateral tarsus,0.071
5/12/16,MN,Bullmastiff,Yes,Lost 24 lbs in last 6 months,0.071
23/06/2014,FS,Border Collie,No,NA,0.072
20/04/2020,F,Golden Retriever,Yes,Maddie had a mass cell tumor cut out of her muzzle in early March. The vet said he didn’t know if it would conr back. I want to see if the cancer has spread throughout her body. She seems to have lost some body weight but she is otherwise healthy. ,0.072
23/04/2018,MN,Golden Retriever,No,None,0.072
30/05/2018,MN,American Staffordshire Terrier,No,No concerns but he does have portal vein hypertension. So occasionally his ALT liver values fluctuate but no symptoms at home. He is a mixed breed has Labrador retriever and Rottweiler in him as well,0.072
7/11/12,MN,German Shepherd Dog,Yes,Hx of MCT grade 2,0.072
01/01/1132,FS,Labrador Retriever,Yes,age,0.072
5/4/11,MN,Staffordshire Bull Terrier,Yes,patient losing weight. ,0.072
1/1/15,MN,Korea Jindo Dog,Yes,He recently had a vestibular event and even though he already had an eye issue from abuse earlier in life the eye turned red,0.072
20/09/2017,M,Rottweiler,Yes,ADR Lethargy enlarged prostate history of atypical addison's,0.072
1/3/15,MN,Chihuahua,No,trouble walking looks to be in pain,0.073
6/9/20,FS,NA,No,None ,0.073
21/04/2018,F,Golden Retriever,Yes,She had a few lumps that the vet said should be okay. ,0.073
25/01/2020,FS,Golden Retriever,No,NA,0.073
1/10/24,FS,American Staffordshire Terrier,Yes,NA,0.073
1/1/14,FS,Beagle,Yes,Growth on her left hind leg,0.073
15/06/2018,MN,Australian Shepherd,Yes,One soft lump on his right side behind front leg,0.073
5/5/16,FS,pitbull,Yes,pea lump by armpit,0.073
2/4/18,MN,Havanese,Yes,TK1 trending high,0.073
19/08/2019,F,Labradoodle,Yes,Kidney shape was found to be abnormal on radiographs. Lethargy shaking. Bad smell from mouth.,0.073
17/03/2013,NA,Basenji,Yes,Not eating all his food,0.073
30/01/2014,M,German Shepherd Dog,Yes,My dog had lymphoma. He received CHOP chemo and is 14 months progression free. We want to monitor him.,0.073
23/04/2017,FS,Great Dane,No,Willie has had some soft-tissue tumors removed recently,0.074
28/05/2016,MN,Golden Retriever,No,Has slowed down a lot recently. Easily bothered.,0.074
5/8/14,M,German Shepherd Dog,Yes,JOINT ARTHRITIS BOTH BACK LEGS. LUMPS ON SIDE AND NECK,0.074
17/05/2018,M,Golden Retriever,Yes,Limping has had joint TPLO surgeries in past elevated liver enzymes. ,0.074
16/07/2013,MN,mix,Yes,Within the left liver lobe a hypoechoic well circumscribed nodule is seen measuring 21 x 17mm. suspected regenerative nodule. Multifocal subcutaneous masses (all suspected to be lipomas- multiple confirmed as lipomas).). ,0.074
9/5/17,MN,Golden Retriever,No,Golden Retrievers are high-risk for cancer. I want to know at the earliest possible time of any signs of cancer.,0.074
13/06/2014,MN,Labrador Retriever,Yes,None. He just has a few lumps that could be harmless but I want to make sure,0.074
25/04/2016,FS,Australian Shepherd,No,Teeth & gums ,0.074
14/06/2018,M,Puggle,No,None,0.074
12/12/12,MN,Manchester Terrier,Yes,liver and fatty lumps in body,0.074
18/08/2014,FS,Siberian Husky,No,My vet thinks she has Cushing even though the test should she did not. 2 thousand later the vet says aometimes the tests do not show Cushing disease.  Leary she likes to eat I do have her on a diet and yes I know she is overweight and she is does not have any other symptom of Cushing other than she is chubby. ,0.074
